order_date,order_time,item_serial,order_revenue,box_type,delivery_region,distance_(miles),order_week,order_month,order_year,financial_quarter
2021-09-04,10:00,12345,20.0,small,south_west,173,35,September,2021,Q3
2021-09-04,13:52,53210,20.0,small,south_east,72,35,September,2021,Q3
2021-09-04,21:23,99277,100.0,large,greater_london,47,35,September,2021,Q3
2021-09-05,23:14,5082,20.0,small,west_midlands,92,35,September,2021,Q3
2021-09-05,09:10,78280,100.0,large,greater_london,25,35,September,2021,Q3
2021-09-06,00:23,40248,20.0,small,east_midlands,62,36,September,2021,Q3
2021-09-06,13:58,53798,20.0,small,south_east,69,36,September,2021,Q3
2021-09-06,22:34,14588,20.0,small,west_midlands,116,36,September,2021,Q3
2021-09-07,10:17,60868,20.0,small,south_east,42,36,September,2021,Q3
2021-09-08,01:06,88231,100.0,large,greater_london,13,36,September,2021,Q3
2021-09-08,14:39,83346,100.0,large,greater_london,11,36,September,2021,Q3
2021-09-08,18:51,70318,20.0,small,greater_london,40,36,September,2021,Q3
2021-09-09,06:30,38279,20.0,small,north_east,293,36,September,2021,Q3
2021-09-09,21:22,743,20.0,small,north_east,222,36,September,2021,Q3
2021-09-10,08:41,7814,20.0,small,greater_london,11,36,September,2021,Q3
2021-09-10,13:57,29006,20.0,small,east_midlands,103,36,September,2021,Q3
2021-09-10,14:22,96394,100.0,large,greater_london,34,36,September,2021,Q3
2021-09-10,23:25,61451,20.0,small,west_midlands,120,36,September,2021,Q3
2021-09-11,08:59,6327,20.0,small,south_east,42,36,September,2021,Q3
2021-09-11,05:11,61716,20.0,small,west_midlands,126,36,September,2021,Q3
2021-09-12,00:13,29448,20.0,small,greater_london,40,36,September,2021,Q3
2021-09-12,07:47,71739,20.0,small,south_wales,249,36,September,2021,Q3
2021-09-12,23:24,63979,20.0,small,greater_london,34,36,September,2021,Q3
2021-09-13,00:37,19843,20.0,small,south_east,48,37,September,2021,Q3
2021-09-13,09:15,59566,20.0,small,south_west,142,37,September,2021,Q3
2021-09-13,17:07,17069,20.0,small,west_midlands,99,37,September,2021,Q3
2021-09-13,21:35,10526,20.0,small,east_midlands,74,37,September,2021,Q3
2021-09-13,23:07,76145,100.0,large,south_west,256,37,September,2021,Q3
2021-09-14,07:29,95210,100.0,large,east_midlands,99,37,September,2021,Q3
2021-09-14,19:48,31487,20.0,small,south_wales,226,37,September,2021,Q3
2021-09-15,11:07,72309,20.0,small,south_west,177,37,September,2021,Q3
2021-09-16,15:41,31470,20.0,small,greater_london,42,37,September,2021,Q3
2021-09-16,02:19,47001,20.0,small,south_wales,232,37,September,2021,Q3
2021-09-16,08:17,28328,20.0,small,south_east,46,37,September,2021,Q3
2021-09-17,13:09,92890,100.0,large,east_midlands,109,37,September,2021,Q3
2021-09-17,04:39,36981,20.0,small,south_west,150,37,September,2021,Q3
2021-09-18,04:37,29739,20.0,small,east_midlands,111,37,September,2021,Q3
2021-09-18,14:03,91411,100.0,large,greater_london,44,37,September,2021,Q3
2021-09-19,03:36,48620,20.0,small,north_wales,194,37,September,2021,Q3
2021-09-19,14:23,39089,20.0,small,greater_london,34,37,September,2021,Q3
2021-09-19,20:27,5846,20.0,small,greater_london,35,37,September,2021,Q3
2021-09-19,23:13,68671,20.0,small,north_wales,175,37,September,2021,Q3
2021-09-20,01:50,42675,20.0,small,south_west,198,38,September,2021,Q3
2021-09-20,13:54,29018,20.0,small,north_wales,201,38,September,2021,Q3
2021-09-20,22:42,34041,20.0,small,south_east,61,38,September,2021,Q3
2021-09-21,08:07,3002,20.0,small,south_east,77,38,September,2021,Q3
2021-09-21,14:52,67775,20.0,small,south_west,214,38,September,2021,Q3
2021-09-22,02:00,48025,20.0,small,greater_london,12,38,September,2021,Q3
2021-09-22,09:39,66973,20.0,small,south_east,76,38,September,2021,Q3
2021-09-23,22:21,66425,20.0,small,east_midlands,69,38,September,2021,Q3
2021-09-23,20:39,97044,100.0,large,east_midlands,54,38,September,2021,Q3
2021-09-23,00:55,99671,100.0,large,south_east,61,38,September,2021,Q3
2021-09-23,03:21,74471,20.0,small,north_wales,176,38,September,2021,Q3
2021-09-23,07:32,1841,20.0,small,south_wales,155,38,September,2021,Q3
2021-09-24,03:00,5666,20.0,small,south_west,268,38,September,2021,Q3
2021-09-24,18:15,42516,20.0,small,east_midlands,88,38,September,2021,Q3
2021-09-25,06:11,22538,20.0,small,south_west,183,38,September,2021,Q3
2021-09-25,07:47,79541,100.0,large,south_west,285,38,September,2021,Q3
2021-09-25,13:41,43892,20.0,small,west_midlands,115,38,September,2021,Q3
2021-09-26,01:35,293,20.0,small,south_east,51,38,September,2021,Q3
2021-09-26,15:13,54761,20.0,small,south_wales,183,38,September,2021,Q3
2021-09-27,04:31,27501,20.0,small,south_west,152,39,September,2021,Q3
2021-09-27,12:41,25768,20.0,small,greater_london,47,39,September,2021,Q3
2021-09-28,02:25,15479,20.0,small,south_wales,238,39,September,2021,Q3
2021-09-28,13:07,63475,20.0,small,greater_london,11,39,September,2021,Q3
2021-09-29,20:08,17374,20.0,small,north_wales,177,39,September,2021,Q3
2021-09-29,15:23,584,20.0,small,greater_london,35,39,September,2021,Q3
2021-09-29,04:04,47050,20.0,small,greater_london,45,39,September,2021,Q3
2021-09-29,00:07,28580,20.0,small,greater_london,32,39,September,2021,Q3
2021-09-30,11:24,65633,20.0,small,south_west,235,39,September,2021,Q3
2021-09-30,19:49,25656,20.0,small,south_east,72,39,September,2021,Q3
2021-10-01,09:23,92928,100.0,large,south_wales,249,39,October,2021,Q4
2021-10-01,13:06,97653,100.0,large,greater_london,49,39,October,2021,Q4
2021-10-01,15:24,20865,20.0,small,south_east,74,39,October,2021,Q4
2021-10-02,02:10,36712,20.0,small,greater_london,37,39,October,2021,Q4
2021-10-02,08:53,26848,20.0,small,west_midlands,122,39,October,2021,Q4
2021-10-02,20:26,33089,20.0,small,south_east,46,39,October,2021,Q4
2021-10-03,01:59,79792,100.0,large,greater_london,40,39,October,2021,Q4
2021-10-03,08:05,3329,20.0,small,north_east,263,39,October,2021,Q4
2021-10-03,21:14,48128,20.0,small,south_wales,201,39,October,2021,Q4
2021-10-04,22:47,98445,100.0,large,south_east,69,40,October,2021,Q4
2021-10-04,00:13,59911,20.0,small,south_west,136,40,October,2021,Q4
2021-10-04,13:31,49981,20.0,small,greater_london,39,40,October,2021,Q4
2021-10-05,03:27,98892,100.0,large,south_west,87,40,October,2021,Q4
2021-10-05,12:13,66029,20.0,small,greater_london,9,40,October,2021,Q4
2021-10-05,18:59,26871,20.0,small,greater_london,11,40,October,2021,Q4
2021-10-06,01:34,20290,20.0,small,south_west,66,40,October,2021,Q4
2021-10-06,14:07,14664,20.0,small,south_west,284,40,October,2021,Q4
2021-10-06,14:45,25057,20.0,small,greater_london,36,40,October,2021,Q4
2021-10-06,23:21,2141,20.0,small,east_midlands,79,40,October,2021,Q4
2021-10-07,13:21,79452,100.0,large,south_east,70,40,October,2021,Q4
2021-10-07,13:48,82279,100.0,large,south_east,80,40,October,2021,Q4
2021-10-07,19:50,4615,20.0,small,west_midlands,131,40,October,2021,Q4
2021-10-08,19:47,67105,20.0,small,north_east,238,40,October,2021,Q4
2021-10-08,08:34,44277,20.0,small,east_midlands,112,40,October,2021,Q4
2021-10-08,04:05,55535,20.0,small,greater_london,45,40,October,2021,Q4
2021-10-09,11:01,63524,20.0,small,south_west,299,40,October,2021,Q4
2021-10-09,23:27,95160,100.0,large,greater_london,8,40,October,2021,Q4
2021-10-10,08:11,43442,20.0,small,east_midlands,46,40,October,2021,Q4
2021-10-10,09:07,69531,20.0,small,south_west,281,40,October,2021,Q4
2021-10-10,17:23,57248,20.0,small,south_east,51,40,October,2021,Q4
2021-10-10,22:31,1414,20.0,small,south_east,49,40,October,2021,Q4
2021-10-11,10:35,4996,20.0,small,north_east,178,41,October,2021,Q4
2021-10-12,00:31,32511,20.0,small,south_east,53,41,October,2021,Q4
2021-10-12,02:59,60668,20.0,small,north_east,275,41,October,2021,Q4
2021-10-12,15:39,98018,100.0,large,south_wales,149,41,October,2021,Q4
2021-10-12,17:37,73655,20.0,small,north_wales,267,41,October,2021,Q4
2021-10-13,15:43,34960,20.0,small,greater_london,45,41,October,2021,Q4
2021-10-13,06:02,90882,100.0,large,south_east,74,41,October,2021,Q4
2021-10-14,12:41,968,20.0,small,east_midlands,96,41,October,2021,Q4
2021-10-14,18:30,15376,20.0,small,north_east,186,41,October,2021,Q4
2021-10-14,04:49,18433,20.0,small,south_east,70,41,October,2021,Q4
2021-10-14,09:49,89698,100.0,large,greater_london,33,41,October,2021,Q4
2021-10-15,09:01,4092,20.0,small,west_midlands,122,41,October,2021,Q4
2021-10-15,09:20,25649,20.0,small,south_west,67,41,October,2021,Q4
2021-10-15,17:35,34603,20.0,small,greater_london,50,41,October,2021,Q4
2021-10-15,20:36,82129,100.0,large,greater_london,20,41,October,2021,Q4
2021-10-15,22:29,60899,20.0,small,west_midlands,147,41,October,2021,Q4
2021-10-16,11:42,23420,20.0,small,south_east,50,41,October,2021,Q4
2021-10-16,23:23,4229,20.0,small,south_east,58,41,October,2021,Q4
2021-10-17,03:59,874,20.0,small,south_east,47,41,October,2021,Q4
2021-10-17,09:01,29671,20.0,small,south_east,44,41,October,2021,Q4
2021-10-17,10:31,77041,100.0,large,south_west,217,41,October,2021,Q4
2021-10-17,22:51,40270,20.0,small,greater_london,39,41,October,2021,Q4
2021-10-18,10:42,19016,20.0,small,east_midlands,112,42,October,2021,Q4
2021-10-18,21:33,94677,100.0,large,greater_london,18,42,October,2021,Q4
2021-10-19,19:06,2064,20.0,small,north_east,294,42,October,2021,Q4
2021-10-19,10:54,90098,100.0,large,west_midlands,136,42,October,2021,Q4
2021-10-20,05:01,61562,20.0,small,north_east,274,42,October,2021,Q4
2021-10-20,18:07,2341,20.0,small,south_west,79,42,October,2021,Q4
2021-10-21,08:56,79828,100.0,large,greater_london,44,42,October,2021,Q4
2021-10-21,15:43,71274,20.0,small,south_west,201,42,October,2021,Q4
2021-10-21,19:10,32366,20.0,small,south_west,284,42,October,2021,Q4
2021-10-21,23:40,77609,100.0,large,greater_london,43,42,October,2021,Q4
2021-10-22,01:36,11854,20.0,small,greater_london,5,42,October,2021,Q4
2021-10-22,08:12,71813,20.0,small,south_wales,232,42,October,2021,Q4
2021-10-22,13:27,18971,20.0,small,south_east,53,42,October,2021,Q4
2021-10-22,18:49,46604,20.0,small,south_east,44,42,October,2021,Q4
2021-10-23,07:09,82653,100.0,large,north_east,257,42,October,2021,Q4
2021-10-23,18:40,88325,100.0,large,south_east,78,42,October,2021,Q4
2021-10-23,19:33,4106,20.0,small,west_midlands,93,42,October,2021,Q4
2021-10-24,20:29,38599,20.0,small,greater_london,43,42,October,2021,Q4
2021-10-24,08:32,21857,20.0,small,south_east,72,42,October,2021,Q4
2021-10-24,15:13,35339,20.0,small,north_east,191,42,October,2021,Q4
2021-10-25,12:19,4368,20.0,small,east_midlands,74,43,October,2021,Q4
2021-10-25,18:49,85174,100.0,large,greater_london,35,43,October,2021,Q4
2021-10-26,06:33,94389,100.0,large,south_east,41,43,October,2021,Q4
2021-10-26,07:35,84961,100.0,large,south_wales,222,43,October,2021,Q4
2021-10-26,15:31,99411,100.0,large,west_midlands,132,43,October,2021,Q4
2021-10-26,22:07,99409,100.0,large,north_wales,140,43,October,2021,Q4
2021-10-27,09:53,19021,20.0,small,greater_london,21,43,October,2021,Q4
2021-10-28,01:37,39207,20.0,small,greater_london,42,43,October,2021,Q4
2021-10-28,06:47,49998,20.0,small,greater_london,38,43,October,2021,Q4
2021-10-28,10:08,86682,100.0,large,greater_london,28,43,October,2021,Q4
2021-10-28,13:07,3726,20.0,small,greater_london,26,43,October,2021,Q4
2021-10-29,15:49,58117,20.0,small,north_wales,247,43,October,2021,Q4
2021-10-29,20:53,12193,20.0,small,east_midlands,92,43,October,2021,Q4
2021-10-29,10:52,26033,20.0,small,east_midlands,99,43,October,2021,Q4
2021-10-29,00:08,61766,20.0,small,south_east,48,43,October,2021,Q4
2021-10-30,00:26,4001,20.0,small,south_east,57,43,October,2021,Q4
2021-10-30,05:11,99920,100.0,large,greater_london,28,43,October,2021,Q4
2021-10-30,14:55,45532,20.0,small,south_east,64,43,October,2021,Q4
2021-10-31,01:56,82900,100.0,large,east_midlands,77,43,October,2021,Q4
2021-10-31,03:17,84210,100.0,large,south_east,58,43,October,2021,Q4
2021-10-31,14:48,53753,20.0,small,south_west,183,43,October,2021,Q4
2021-10-31,15:25,15200,20.0,small,south_east,65,43,October,2021,Q4
2021-11-01,00:59,55437,20.0,small,south_east,55,44,November,2021,Q4
2021-11-01,11:48,94856,100.0,large,west_midlands,104,44,November,2021,Q4
2021-11-01,22:28,31285,20.0,small,south_east,53,44,November,2021,Q4
2021-11-02,12:19,55933,20.0,small,east_midlands,66,44,November,2021,Q4
2021-11-02,15:09,6164,20.0,small,south_wales,249,44,November,2021,Q4
2021-11-02,10:54,61779,20.0,small,greater_london,7,44,November,2021,Q4
2021-11-03,12:18,18060,20.0,small,south_east,78,44,November,2021,Q4
2021-11-03,19:55,47662,20.0,small,east_midlands,56,44,November,2021,Q4
2021-11-03,03:36,99493,100.0,large,south_west,155,44,November,2021,Q4
2021-11-03,06:01,11010,20.0,small,greater_london,25,44,November,2021,Q4
2021-11-04,10:35,40983,20.0,small,south_west,102,44,November,2021,Q4
2021-11-04,23:46,77052,100.0,large,south_west,193,44,November,2021,Q4
2021-11-05,13:23,6373,20.0,small,east_midlands,84,44,November,2021,Q4
2021-11-05,20:18,30109,20.0,small,west_midlands,141,44,November,2021,Q4
2021-11-06,11:57,64049,20.0,small,greater_london,30,44,November,2021,Q4
2021-11-06,18:09,21597,20.0,small,east_midlands,69,44,November,2021,Q4
2021-11-07,05:31,8585,20.0,small,greater_london,15,44,November,2021,Q4
2021-11-07,20:45,75186,100.0,large,east_midlands,106,44,November,2021,Q4
2021-11-08,10:35,8253,20.0,small,south_east,58,45,November,2021,Q4
2021-11-09,00:35,53621,20.0,small,greater_london,42,45,November,2021,Q4
2021-11-09,12:46,22344,20.0,small,greater_london,36,45,November,2021,Q4
2021-11-10,21:05,95745,100.0,large,south_east,40,45,November,2021,Q4
2021-11-10,10:43,39751,20.0,small,south_east,80,45,November,2021,Q4
2021-11-10,01:47,58005,20.0,small,east_midlands,74,45,November,2021,Q4
2021-11-10,08:57,22698,20.0,small,east_midlands,116,45,November,2021,Q4
2021-11-11,08:13,58706,20.0,small,greater_london,17,45,November,2021,Q4
2021-11-11,16:45,8752,20.0,small,greater_london,24,45,November,2021,Q4
2021-11-11,20:45,33846,20.0,small,east_midlands,89,45,November,2021,Q4
2021-11-12,06:06,29944,20.0,small,south_east,80,45,November,2021,Q4
2021-11-12,12:29,29435,20.0,small,south_east,58,45,November,2021,Q4
2021-11-13,19:47,78227,100.0,large,greater_london,23,45,November,2021,Q4
2021-11-13,04:18,95082,100.0,large,greater_london,30,45,November,2021,Q4
2021-11-13,22:07,58573,20.0,small,south_west,178,45,November,2021,Q4
2021-11-14,05:39,38413,20.0,small,south_west,281,45,November,2021,Q4
2021-11-14,14:51,60229,20.0,small,greater_london,9,45,November,2021,Q4
2021-11-15,22:39,16831,20.0,small,greater_london,5,46,November,2021,Q4
2021-11-15,22:47,95476,100.0,large,north_east,188,46,November,2021,Q4
2021-11-15,00:20,93704,100.0,large,south_east,49,46,November,2021,Q4
2021-11-15,08:26,78227,100.0,large,greater_london,10,46,November,2021,Q4
2021-11-16,12:05,15111,20.0,small,south_west,235,46,November,2021,Q4
2021-11-16,11:32,83348,100.0,large,greater_london,16,46,November,2021,Q4
2021-11-17,00:35,12567,20.0,small,greater_london,46,46,November,2021,Q4
2021-11-17,08:39,83354,100.0,large,west_midlands,150,46,November,2021,Q4
2021-11-18,00:39,50717,20.0,small,south_east,44,46,November,2021,Q4
2021-11-18,13:27,1444,20.0,small,greater_london,6,46,November,2021,Q4
2021-11-19,01:47,55513,20.0,small,south_west,168,46,November,2021,Q4
2021-11-19,11:37,90699,100.0,large,greater_london,14,46,November,2021,Q4
2021-11-20,01:55,2036,20.0,small,west_midlands,152,46,November,2021,Q4
2021-11-20,03:13,65896,20.0,small,south_east,48,46,November,2021,Q4
2021-11-20,07:05,17839,20.0,small,south_east,41,46,November,2021,Q4
2021-11-20,23:05,27219,20.0,small,south_west,147,46,November,2021,Q4
2021-11-20,23:43,43622,20.0,small,greater_london,31,46,November,2021,Q4
2021-11-21,07:06,60409,20.0,small,south_east,78,46,November,2021,Q4
2021-11-21,09:29,17357,20.0,small,south_wales,166,46,November,2021,Q4
2021-11-21,18:33,15071,20.0,small,south_east,44,46,November,2021,Q4
2021-11-22,16:41,51397,20.0,small,greater_london,23,47,November,2021,Q4
2021-11-22,02:37,28436,20.0,small,south_west,210,47,November,2021,Q4
2021-11-22,02:41,70565,20.0,small,greater_london,30,47,November,2021,Q4
2021-11-23,08:21,91070,100.0,large,greater_london,43,47,November,2021,Q4
2021-11-23,13:55,93005,100.0,large,greater_london,20,47,November,2021,Q4
2021-11-23,20:53,81685,100.0,large,greater_london,41,47,November,2021,Q4
2021-11-24,12:26,18064,20.0,small,south_east,73,47,November,2021,Q4
2021-11-24,15:51,78340,100.0,large,greater_london,8,47,November,2021,Q4
2021-11-24,19:49,79505,100.0,large,south_wales,242,47,November,2021,Q4
2021-11-25,03:09,22320,20.0,small,south_west,57,47,November,2021,Q4
2021-11-25,06:49,11528,20.0,small,south_east,49,47,November,2021,Q4
2021-11-25,20:11,20950,20.0,small,south_east,67,47,November,2021,Q4
2021-11-25,22:49,97766,100.0,large,east_midlands,68,47,November,2021,Q4
2021-11-26,18:52,88696,100.0,large,east_midlands,54,47,November,2021,Q4
2021-11-26,14:01,71302,20.0,small,south_east,41,47,November,2021,Q4
2021-11-27,16:25,58516,20.0,small,south_east,49,47,November,2021,Q4
2021-11-27,09:24,40365,20.0,small,south_wales,165,47,November,2021,Q4
2021-11-27,12:47,99735,100.0,large,west_midlands,90,47,November,2021,Q4
2021-11-28,05:20,1202,20.0,small,south_west,161,47,November,2021,Q4
2021-11-28,14:07,25385,20.0,small,south_west,249,47,November,2021,Q4
2021-11-29,03:57,21170,20.0,small,south_east,68,48,November,2021,Q4
2021-11-29,19:46,96533,100.0,large,south_east,41,48,November,2021,Q4
2021-11-30,08:22,80437,100.0,large,north_wales,270,48,November,2021,Q4
2021-11-30,23:04,44826,20.0,small,greater_london,45,48,November,2021,Q4
2021-12-01,13:06,58989,20.0,small,greater_london,24,48,December,2021,Q4
2021-12-02,06:33,16834,20.0,small,greater_london,44,48,December,2021,Q4
2021-12-02,14:56,27709,20.0,small,greater_london,40,48,December,2021,Q4
2021-12-03,05:09,21572,20.0,small,greater_london,8,48,December,2021,Q4
2021-12-03,16:15,42258,20.0,small,south_west,69,48,December,2021,Q4
2021-12-03,19:56,25289,20.0,small,greater_london,32,48,December,2021,Q4
2021-12-04,03:41,58958,20.0,small,south_west,198,48,December,2021,Q4
2021-12-04,07:03,11394,20.0,small,south_east,64,48,December,2021,Q4
2021-12-05,19:30,41972,20.0,small,south_west,224,48,December,2021,Q4
2021-12-05,02:33,33082,20.0,small,greater_london,5,48,December,2021,Q4
2021-12-05,17:00,69982,20.0,small,greater_london,13,48,December,2021,Q4
2021-12-06,19:04,1898,20.0,small,south_east,55,49,December,2021,Q4
2021-12-07,08:14,60992,20.0,small,south_east,64,49,December,2021,Q4
2021-12-07,20:38,1458,20.0,small,south_west,122,49,December,2021,Q4
2021-12-08,15:36,70619,20.0,small,south_west,125,49,December,2021,Q4
2021-12-09,14:42,75667,100.0,large,west_midlands,104,49,December,2021,Q4
2021-12-09,21:58,78065,100.0,large,south_west,186,49,December,2021,Q4
2021-12-10,06:53,65137,20.0,small,south_wales,154,49,December,2021,Q4
2021-12-10,21:07,16047,20.0,small,south_east,65,49,December,2021,Q4
2021-12-11,19:48,69915,20.0,small,south_east,57,49,December,2021,Q4
2021-12-12,19:29,11826,20.0,small,south_west,113,49,December,2021,Q4
2021-12-13,19:09,65332,20.0,small,south_west,48,50,December,2021,Q4
2021-12-13,21:21,78988,100.0,large,greater_london,43,50,December,2021,Q4
2021-12-13,12:57,69830,20.0,small,south_east,43,50,December,2021,Q4
2021-12-13,08:29,97663,100.0,large,greater_london,13,50,December,2021,Q4
2021-12-13,01:48,28567,20.0,small,south_east,67,50,December,2021,Q4
2021-12-13,17:49,28443,20.0,small,north_east,183,50,December,2021,Q4
2021-12-14,12:08,73677,20.0,small,north_east,258,50,December,2021,Q4
2021-12-15,05:07,41635,20.0,small,north_east,276,50,December,2021,Q4
2021-12-15,07:14,38280,20.0,small,east_midlands,78,50,December,2021,Q4
2021-12-15,09:10,30251,20.0,small,south_west,268,50,December,2021,Q4
2021-12-16,03:59,89576,100.0,large,north_east,218,50,December,2021,Q4
2021-12-16,04:07,4625,20.0,small,east_midlands,45,50,December,2021,Q4
2021-12-16,20:49,95929,100.0,large,south_east,55,50,December,2021,Q4
2021-12-17,20:13,55203,20.0,small,south_east,77,50,December,2021,Q4
2021-12-18,16:05,50295,20.0,small,north_wales,244,50,December,2021,Q4
2021-12-18,08:33,24273,20.0,small,west_midlands,158,50,December,2021,Q4
2021-12-19,13:24,52092,20.0,small,greater_london,36,50,December,2021,Q4
2021-12-19,05:48,44249,20.0,small,greater_london,44,50,December,2021,Q4
2021-12-19,01:01,65603,20.0,small,south_east,60,50,December,2021,Q4
2021-12-20,06:39,44142,20.0,small,south_east,77,51,December,2021,Q4
2021-12-21,05:43,49203,20.0,small,greater_london,22,51,December,2021,Q4
2021-12-21,12:32,8704,20.0,small,north_east,285,51,December,2021,Q4
2021-12-22,07:09,36739,20.0,small,south_east,68,51,December,2021,Q4
2021-12-22,10:24,24715,20.0,small,south_east,72,51,December,2021,Q4
2021-12-22,13:12,49442,20.0,small,south_east,49,51,December,2021,Q4
2021-12-23,09:24,8403,20.0,small,south_east,60,51,December,2021,Q4
2021-12-24,02:46,61463,20.0,small,greater_london,22,51,December,2021,Q4
2021-12-25,23:27,27870,20.0,small,greater_london,22,51,December,2021,Q4
